Dia;Temperatura;NESTLE Picole Coco 36x58g BR;CLASSIC Svt Chocolate Picole 36x59g BR;SEM PARAR Svt Copo Chocolate 12x104g BR;LA FRUTTA Svt Limao Pote 6x700ml BR;BATON Svt Picole Chocolate 50x34g BR;MOLICO Sorvete Creme Pote 6x700ml BR;SERENATA DE AMOR Mousse Cone 16x100g BR;GALAK Sorvete Pote 2L N1 BR;PRESTIGIO Sorvete Pote 2L N1 BR;NESTLE Sorvete Flocos Pote 2L N1 BR;NESTLE Sorvete Creme Pote 2L N1 BR;NESTLE Sorvete Napolitano Pote 2L N2 BR;CHAMBINHO Sorvete Morango 24x45g BR;TALENTO Svt Avelas Picole 25x55g BR;PRESTIGIO Svt Chocolover 25x60g BR;NEGRESCO Sorvete Pote 2L N1 BR;MOCA Svt Doce de Leite Picole 36x59g BR;PEGA POP Sorvete 36x48g BR;GAROTO Trio Napolitano Sorvete Pote 2LBR;CLASSIC Duo Sorvete Pote 2L BR;GAROTO CARIBE Picole 36x67g BR;GAROTO SHOW DE BOLA Picole 24x49g BR;SERENATA DE AMOR Svt Cone 16x78g BR;BATON Svt Picole Chocolate 50x32g BR;MOCA Brigadeiro Svt Picole 36x52g BR;ABRACADABRA SvtPic Tutti Frutti 30x46gBR;LOLLO Sorvete Cone 16x77g BR;GALAK Sorvete Picole 25x53g BR;LA FRUTTA Svt Morango Picole 36x58g BR;SENSACAO Sorvete Cone 16x74g BR;NESTLE Svt Napolitano Exclusivo 2L BR;CHARGE Sorvete Picole 25x60g BR;MEGA Trufa Branco Picole 20x71g BR;MEGA Classico Sorvete 20x73g BR;LA FRUTTA Abacaxi Picole 36x58g BR;LA FRUTTA Uva Picole 36x58g BR;LA FRUTTA Limao Picole 36x58g BR;MEGA Sorvete Alpino 20x73g BR;SENSACAO Sorvete Pote 2L N1 BR;PEGA POP Surpresa Sorvete 36x44g BR;CLASSIC Branco Sorvete Picole 20x53g BR;PRESTIGIO Sorvete Picole 20x54g BR;PEGA POP Sorvete Picole 36x45g BR;LA FRUTTA Manga 36x58g BR;GALAK Sorvete Pote 1,5L BR;NEGRESCO Sorvete Pote 1,5L BR;NESTLE Svt Naptn Especialidades 1,5L BR;NESTLE Svt Flocos Classic Pote 1,5L BR;SENSACAO Sorvete Pote 1,5L BR;PRESTIGIO Sorvete Pote 1,5L BR;MOCA Sorvete Brigadeiro Pote 1,5L BR;NESTLE Svt Creme Gourmet Pote 1,5L BR;LA FRUTTA Svt Manga c/ Maracuja 1,5L BR;LA FRUTTA Svt Morango c/Framboesa 1,5LBR;LA FRUTTA Svt Abacaxi c/ Coco 1,5L BR;LA FRUTTA Coco Picole 36x56g BR;NESTLE Gelato Svt Vaniglia 6x455ml BR;NESTLE Gelato Svt Crml Salato 6x455ml BR;NESTLE Gelato SvtCioccolatoNero6x455mlBR;NESTLE Gelato Svt Limoncello 6x455ml BR;MOLICO Svt Chocolate e Morango 6x455mlBR;MOLICO Sorvete Creme 6x455ml BR;NESTLE Gelato Svt Vaniglia 1,5Lts BR;ALPINO Sorvete 6x455ml BR;NEGRESCO Sorvete 6x455ml BR;NESTLE Gelato Svt Choc Nero 1,5Lts BR;CRUNCH Sorvete 6x455ml BR;NESTLE Gelato Svt Limoncello 1,5L BR;NESTLE Gelato Svt Crml Salato 1,5L BR;NESTLE Gelato Svt Limoncello 12x180ml BR;NESTLE Gelato Svt CrmlSalato 12x180ml BR;NESTLE Gelato Svt ChocNero 12x180ml BR;NESTLE Gelato Svt Vaniglia 12x180ml BR;SEM PARAR Svt Morango e Choc 12x180ml BR;MOLICO Sorvete Creme 12x180ml BR;ALPINO Sorvete 12x180ml BR;CRUNCH Sorvete 12x180ml BR;NESTLE GELATO Svt Pistacchio 6x455ml BR;NESTLE GELATO Svt PannaCotta 6x455ml BR;NESTLE Svt Creme Bulk 5L BR;NESTLE Svt Chocolate Bulk 5L BR;LA FRUTTA Svt Morango Bulk 5L BR;NESTLE Gelato Svt PannaCotta 12x180ml BR;NESTLE GELATO Svt Panna Cotta 1,5L BR;NESTLE Gelato Svt Pistacchio 12x180ml BR;Total
31/10/2015;19,42;;37;;;;;;;;;;;56;;;;8;;;;;;4;32;32;;10;;24;22;;;27;26;;29;32;17;;10;23;14;13;6;47;;79;44;34;29;42;20;16;18;23;22;;;;;8;3;;4;4;;3;;;;;;;;8;17;17;;;;;;;;;860
04/11/2015;17,38;;26;;;;;;;;;;;12;;;;8;;;;;;8;11;24;;12;;14;27;;;31;33;;14;16;30;;2;21;21;5;3;82;;135;72;47;44;74;81;28;40;54;11;8;11;14;12;29;21;;7;6;;7;;;2;2;2;2;;10;14;15;;;;;;;;;1148
05/11/2015;15,66;;53;;;;;;;;;;;45;;;;5;;;;;;11;8;73;;62;;50;74;;;73;48;;26;56;72;;;68;67;36;5;8;;27;11;7;7;8;10;5;6;11;49;;3;2;1;9;4;;6;4;;3;;;1;1;1;1;;15;57;222;;;;;;;;;1311
06/11/2015;18,18;;50;;;;;;;;;;;32;;;;13;;;;;;1;18;35;;31;;25;30;;;40;38;;45;39;31;;8;26;29;8;11;34;;59;31;31;25;25;22;18;25;15;28;1;2;2;1;12;15;;16;6;;18;;;1;2;2;1;;18;28;33;;;;;;;;;981
07/11/2015;19,3;;26;;;;;;;;;;;14;;;;6;;;;;;;16;15;;17;;16;25;;;27;27;;19;23;29;;3;18;16;4;4;34;;59;28;10;16;33;30;13;12;21;10;2;1;2;2;12;6;;3;1;;3;;;;;;;;16;17;16;;;;;;;;;652
10/11/2015;22,28;;64;;;;;;;;;;;53;;;;13;;;;;;;32;47;;38;;42;48;;;67;63;;82;60;59;;;53;44;5;17;15;;43;24;13;11;28;26;5;8;10;44;3;3;3;2;3;3;;6;3;;4;;;;;;1;;30;42;42;;;;;;;;;1159
11/11/2015;21,82;;30;;;;;;;;;;;46;;;;8;;;;;;;38;31;;25;;24;33;;;31;32;;30;26;30;;1;24;23;4;6;62;;112;47;43;39;47;35;20;25;28;22;2;3;3;3;12;21;;26;24;;26;;;1;2;2;1;;23;18;17;;;;;;;;;1106
12/11/2015;22,44;;50;;;;;;;;;;;50;;;;18;;;;;;;38;46;;33;;25;41;;;40;51;;43;48;49;;12;26;31;14;14;37;;73;45;21;37;44;21;16;24;16;39;;;2;;15;21;;13;13;;10;;;2;5;3;2;16;16;19;23;;;;;;;;;1162
13/11/2015;25,52;;85;;;;;;;;;;;89;;;;23;;;;;;;78;80;;41;;61;64;;;74;75;;70;80;72;;5;48;50;19;19;32;;69;32;21;22;34;18;8;15;16;45;7;8;8;7;3;4;;5;3;;5;;;;;;;37;34;41;44;;;;;;;;;1551
14/11/2015;21,52;;23;;;;;;;;;;;35;;;;3;;;;;;1;18;16;;22;;15;23;;;33;33;;23;24;34;;2;19;17;4;6;27;;39;19;9;13;18;20;8;10;7;20;;;;;19;23;;16;16;;15;;;;;;;26;12;16;20;;;;;;;;;704
17/11/2015;20,8;;46;;;;;;;;;;;54;;;;13;;;;;;;52;51;;32;;36;47;;;57;46;;33;42;50;;3;36;34;7;11;20;;53;23;19;13;23;23;11;11;15;30;1;2;2;2;4;4;;5;7;;6;;;;;;;45;18;33;29;;;;;;;;;1049
18/11/2015;23,68;;33;;;;;;;;;;;40;;;;13;;;;;;;44;29;;24;;16;25;;;39;39;;31;31;38;;7;25;26;7;11;93;;162;79;50;56;70;56;43;53;54;20;5;8;9;7;23;36;;42;41;;39;;;;;;;29;18;21;20;;;;;;;;;1512
19/11/2015;23,56;;61;;;;;;;;;;;46;;;;12;;;;;;;31;45;;27;;33;31;;;48;55;;34;47;38;;5;31;30;3;10;12;;44;18;11;10;12;10;3;12;5;40;1;1;2;1;1;;;1;2;;1;;;;;1;;24;13;19;19;;;;;;;;;850
20/11/2015;19,72;;103;;;;;;;;;;;83;;;;19;;;;;;;55;67;;44;;59;56;;;60;65;;88;80;47;;2;56;50;14;26;53;;70;36;33;36;29;18;23;29;35;47;;;;;21;22;;21;21;;25;;;;;3;;152;19;32;29;;;;;;;;;1728
21/11/2015;18,44;;86;;;;;;;;;;;55;;;;11;;;;;;;39;44;;27;;32;30;;;47;40;;71;81;32;;6;29;18;8;17;37;;112;46;14;18;38;32;6;8;20;42;3;8;;;3;7;;9;6;;3;;;;;;;18;13;18;24;;;;;;;;;1158
24/11/2015;19,5;;48;;;;;;;;;;;40;;;;18;;;;;;;30;44;;28;;27;30;;;47;37;;23;34;36;;6;22;27;8;9;24;;47;29;28;23;27;30;17;26;22;31;3;3;5;2;13;15;;15;13;;14;;;1;1;3;1;20;10;12;17;;;;;;;;;966
25/11/2015;20,7;;37;;;;;;;;;;;32;;;;12;;;;;;;28;32;;22;;20;25;;;44;35;;25;19;42;;1;23;23;3;9;97;;136;71;34;53;75;53;52;82;51;19;50;54;53;52;29;26;;11;11;;11;;;;;1;;16;7;7;8;;;;;;;;;1491
26/11/2015;22,78;;52;;;;;;;;;;;54;;;;16;;;;;;;45;42;;34;;35;39;;;43;34;;53;47;29;;17;25;29;12;20;17;;44;16;13;18;17;11;10;7;10;36;1;1;1;1;1;1;;5;;;3;;;;;;;23;20;22;22;;;;;;;;;926
27/11/2015;24,5;;81;;;;;;;;;;;51;;;;10;;;;;;;43;42;;34;;31;41;;;51;63;;55;59;42;;98;33;33;9;8;61;;110;56;30;39;35;31;15;33;31;44;;4;4;;8;6;;41;39;;40;;;1;1;4;1;19;6;14;19;;;;;;;;;1476
28/11/2015;23,34;;34;;;;;;;;;;;24;;;;9;;;;;;;23;33;;23;;20;18;;;34;40;;32;25;31;;2;23;21;8;6;76;;249;39;45;81;73;36;12;13;13;18;;;;;1;1;;2;3;;2;;;;;;;10;7;15;14;;;;;;;;;1116
30/11/2015;20,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
01/12/2015;22,6;;33;;;;;;;;;;;27;;;;10;;;;;;;28;28;;24;;23;36;;;39;38;;32;23;35;;5;27;25;9;16;42;;109;67;30;29;43;47;11;27;28;22;10;9;8;8;7;8;;12;3;;3;;;;;;;21;10;19;12;;;;;;;;;1043
03/12/2015;22,64;;125;;;;;;;;;;;50;;;;27;;;;;;;55;86;;62;;63;62;;;84;78;;95;79;82;;18;55;61;22;25;127;;256;113;112;86;111;63;43;80;82;49;5;5;8;6;12;14;;17;15;;18;;;1;1;1;1;30;18;28;31;;;;1;;;;;2463
04/12/2015;24,7;;123;;;;;;;;;;;67;;;;22;;;;;;;73;76;;56;;65;70;;;82;68;;92;95;51;;29;50;42;23;34;83;;186;67;48;44;76;53;27;41;42;61;4;9;7;4;8;6;;10;14;;;;;;4;;;18;17;25;28;;;;;;;;;2000
05/12/2015;22,72;;41;;;;;;;;;;;30;;;;12;;;;;;;16;30;;32;;32;30;;;47;48;;29;35;50;;17;28;26;7;11;63;;120;58;27;30;42;42;26;44;24;21;2;5;2;2;10;7;;15;16;;;;;;;;;10;6;11;9;;;;;;;;;1113
07/12/2015;19,7;;;;;;;;;;;;;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10
08/12/2015;23,26;;58;;;;;;;;;;;40;;;;21;;;;;;;21;60;;37;;39;46;;;78;62;;37;42;78;;5;49;46;11;16;101;;108;60;28;51;52;36;15;24;21;36;;2;2;2;5;7;;10;11;;;;;;1;;1;18;17;15;16;;;;;;;;;1385
09/12/2015;25,26;;56;;;;;;;;;;;42;;;;18;;;;;;;29;62;;43;;34;24;;;74;67;;31;35;72;;9;44;44;6;14;72;;156;69;43;63;83;54;35;39;49;27;18;19;18;8;12;16;;25;18;;17;;;1;2;1;1;36;22;27;28;;;;1;1;;;;1665
10/12/2015;22,9;;86;;;;;;;;;;;93;;;;30;;;;;;;61;62;;51;;58;4;;;81;75;;74;76;71;;13;52;50;15;25;69;;175;77;57;52;81;41;27;42;33;52;2;3;3;2;10;9;;12;14;;12;;;1;1;;1;20;22;26;24;;;;;;;;;1845
11/12/2015;24,24;;100;;;;;;;;;;;86;;;;28;;;;;;;70;99;;73;;63;;;;89;72;;92;93;77;;17;56;63;34;32;63;;290;71;47;55;50;71;28;48;39;61;5;10;14;9;12;11;;11;15;;11;;;1;2;1;1;32;17;29;31;;;;;;;;;2179
12/12/2015;26,72;;55;;;;;;;;;;;27;;;;23;;;;;;;21;47;;38;;35;;;;65;59;;35;31;63;;12;42;36;10;11;88;;198;90;43;72;73;58;34;45;49;29;;;;;9;6;;10;11;;10;;;;;;;25;15;20;22;;;;;;;;;1517
15/12/2015;24,44;;57;;;;;;;;;;;39;;;;26;;;;;;;27;66;;58;;32;41;;;75;65;;54;60;67;;12;52;54;15;15;66;;198;75;67;69;83;50;35;31;54;37;4;7;10;7;9;5;;12;15;;8;;;1;1;1;1;26;22;31;28;;;;;;;;;1768
16/12/2015;22,72;;49;;;;;;;;;;;36;;;;13;;;;;;;17;36;;31;;28;29;;;44;47;;32;37;70;;5;27;33;9;13;163;;335;117;64;78;138;116;55;87;76;28;19;23;25;25;6;13;;11;17;;7;;;5;3;6;5;21;17;21;17;;;;;;;;;2054
17/12/2015;27,14;;102;;;;;;;;;;;93;;;;22;;;;;;;73;82;;62;;74;77;;;105;87;;99;98;90;;28;54;67;25;38;104;;201;104;68;68;90;62;20;42;52;66;;;;1;7;6;;8;6;;6;;;1;;1;1;28;26;34;32;;;;;;;;;2310
18/12/2015;25,28;;60;;;;;;;;;;;42;;;;17;;;;;;;40;59;;32;;40;51;;;63;64;;49;51;66;;8;41;39;13;12;107;;251;80;71;77;106;52;37;59;57;39;1;1;3;3;11;9;;10;9;;9;;;;;;;21;19;24;24;;;;;;;;;1827
19/12/2015;21,1;;64;;;;;;;;;;;34;;;;12;;;;;;;35;39;;21;;35;47;;;66;49;;51;47;48;;8;24;29;11;14;196;;374;167;23;73;84;175;40;85;62;31;6;7;6;6;6;7;;6;11;;5;;;;;4;;15;16;17;14;;;;;;;;;2070
22/12/2015;23,96;;67;;;;;;;;;;;42;;;;19;;;;;;;20;52;;52;;40;65;;;79;65;;43;50;56;;8;51;53;14;20;74;;118;85;66;60;69;44;22;38;38;37;1;;2;;3;4;;11;8;;5;;;1;;1;;50;22;34;27;;;;;;;;;1616
23/12/2015;24,06;;81;;;;;;;;;;;33;;;;11;;;;;;;34;47;;48;;35;55;;;76;60;;58;69;69;;13;40;34;13;12;152;;268;161;72;121;122;84;90;96;96;42;19;31;29;19;17;28;;24;23;;19;;;2;1;2;1;10;8;14;15;;;;;;;;;2354
24/12/2015;22,26;;44;;;;;;;;;;;33;;;;11;;;;;;;37;36;;31;;29;44;;;54;44;;38;40;50;;15;26;29;11;15;25;;122;53;42;41;33;39;21;28;34;36;9;6;8;4;5;6;;6;6;;6;;;1;1;3;1;77;13;20;20;;;;;;;;;1253
28/12/2015;25,58;;14;;;;;;;;;;;4;;;;2;;;;;;;4;10;;6;;9;11;;;12;13;;7;13;8;;;7;9;2;1;;;120;26;6;25;19;2;2;3;5;11;4;4;4;4;1;1;;;;;1;;;2;2;2;2;6;6;7;7;;;;;;;;;404
29/12/2015;27,66;;41;;;;;;;;;;;31;;;;14;;;;;;;20;50;;34;;31;46;;;40;56;;32;32;51;;12;40;34;4;18;;;316;159;96;103;121;129;78;84;91;36;4;1;3;1;10;13;;18;15;;11;;;2;1;2;;13;11;16;13;;;;;;;;;1933
30/12/2015;27,9;;45;;;;;;;;;;;22;;;;9;;;;;;;19;39;;12;;22;30;;;53;42;;35;38;51;;4;31;23;7;8;185;;169;113;73;98;117;59;41;69;56;24;4;5;7;7;13;13;;11;10;;15;;;;;;;11;10;12;10;;;;;;;;;1622
31/12/2015;25,8;;39;;;;;;;;;;;24;;;;12;;;;;;;20;33;;20;;21;35;;;43;43;;38;35;36;;10;24;27;12;12;26;;70;43;42;40;43;31;9;10;11;20;;;;;3;1;;3;4;;4;;;;;;;7;10;15;15;;;;;;;;;891
05/01/2016;27,12;;24;;;;;;;;;;;11;;;;4;;;;;;;9;21;;11;;19;23;;;31;35;;22;23;26;;2;17;16;3;6;20;;55;27;20;19;32;22;14;15;19;15;;;1;1;2;7;;6;4;;4;;;1;;1;;6;5;7;10;;;;;;;;;616
06/01/2016;27,36;;18;;;;;;;;;;;9;;;;6;;;;;;;11;19;;15;;11;16;;;20;19;;21;21;14;;3;15;15;5;7;6;;22;30;7;85;37;5;2;3;3;22;;;;;3;2;;2;2;;1;;;;;;;4;3;8;7;;;;;;;;;499
07/01/2016;24,08;;78;;;;;;;;;;;42;;;;17;;;;;;;36;64;;49;;53;64;;;74;71;;63;61;77;;8;48;49;9;34;117;;171;114;23;41;96;63;31;57;37;61;9;7;9;7;18;12;;16;7;;9;;;2;1;2;1;13;16;20;22;;;;;;;;;1879
08/01/2016;23,38;;62;;;;;;;;;;;28;;;;13;;;;;;;30;50;;35;;45;45;;;70;54;;61;64;69;;9;27;34;10;25;66;;165;76;31;38;60;41;32;56;45;46;4;7;4;7;18;14;;18;11;;14;;;1;2;1;1;12;17;21;17;;;1;1;1;1;;;1560
09/01/2016;24,36;;31;;;;;;;;;;;27;;;;7;;;;;;;15;24;;20;;23;30;;;29;28;;27;27;27;;2;20;22;6;13;9;;38;11;9;8;11;5;20;17;28;26;;;;;2;2;;2;2;;2;;;;;;;13;7;12;16;;;;;;;;;618
12/01/2016;27,72;;40;;;;;;;;;;;13;;;;14;;;;;;;18;40;;37;;30;43;;;56;53;;45;51;53;;4;35;46;5;16;22;;64;16;6;29;23;13;14;14;15;41;2;2;2;2;4;3;;3;3;;4;;;;;;;11;12;25;20;;;2;2;2;;;;955
13/01/2016;26,86;;51;;;;;;;;;;;32;;;;15;;;;;;;26;55;;33;;41;36;;;49;46;;86;92;65;;10;30;29;11;18;59;;140;47;9;21;51;28;38;69;54;35;30;28;37;28;9;9;;7;8;;8;;;2;2;1;2;13;12;18;21;;;2;;;;;;1513
14/01/2016;23,72;;44;;;;;;;;;;;28;;;;7;;;;;;2;31;40;;33;;33;40;;;48;46;;32;42;40;;6;37;32;8;14;56;;109;55;32;35;71;35;27;42;39;31;1;1;4;1;2;1;;2;3;;2;;;;1;5;1;9;2;6;8;4;4;;;;;;;1152
15/01/2016;26,14;;87;;;;;;;;;;;51;;;;19;;;;;;28;37;56;;40;;70;48;;;79;57;;89;105;61;;9;51;51;11;28;52;;112;55;18;18;48;20;34;45;35;69;5;4;8;4;10;6;;3;2;;1;;;;;1;;25;9;24;20;2;;;;;;;;1607
16/01/2016;25,82;;42;;;;;;;;;;;30;;;;9;;;;;;36;34;40;;33;;33;32;;;48;40;;43;46;50;;13;34;34;13;21;44;;86;52;7;14;42;17;39;51;58;29;;;;;9;8;;8;10;;5;;;;;1;1;16;5;12;12;1;;;;;1;;;1159
19/01/2016;26,2;;79;;;;;;;;;;;60;;;;22;;;;;;62;36;56;;40;;52;48;;;71;65;;61;69;62;;9;48;50;13;20;35;;87;41;24;20;45;32;7;9;12;57;;;1;;6;5;;2;4;;2;;;;;;;17;15;19;18;;;;;;;;;1381
20/01/2016;26,2;;35;;;;;;;;;;;24;;;;7;;;;;;36;11;29;;13;;28;22;;;42;41;;33;43;35;;1;22;23;7;11;183;;392;141;42;54;135;138;39;100;70;26;18;19;26;19;15;9;;11;13;;9;;;1;1;;1;7;8;13;13;2;75;;;;;;1;2044
21/01/2016;25,56;;80;;;;;;;;;;;28;;;;23;;;;;;63;22;76;;35;;48;50;;;64;63;;61;68;74;;11;28;32;5;20;84;;214;93;24;66;68;71;28;47;52;61;;;1;;8;10;;9;8;;8;;;2;2;2;2;11;12;18;13;;;;;;1;;1;1767
22/01/2016;24,82;;64;;;;;;;;;;;46;;;;13;;;;;;56;49;74;;36;;52;47;;;79;65;;70;79;62;;3;40;39;13;19;185;;399;166;51;94;136;172;55;115;84;59;5;9;9;7;18;17;;11;14;;9;;;2;2;2;2;18;18;26;21;;;5;;;;;;2617
23/01/2016;27,7;;88;;;;;;;;;;;44;;;;21;;;;;;50;38;51;;38;;46;33;;;61;54;;79;109;52;;6;44;39;10;20;98;;236;105;48;46;68;65;67;104;86;58;;1;1;;3;5;;1;1;;3;;;1;;;2;118;16;19;18;;;4;1;;;;;2058
26/01/2016;22,38;;41;;;;;;;;;;;42;;;;11;;;;;;34;21;43;;28;;42;38;;;52;58;;57;72;54;;4;39;28;6;14;89;;176;125;71;89;32;64;38;57;48;45;1;3;3;2;3;;;3;1;;;;;2;1;2;2;9;13;17;20;3;4;7;1;1;;;1;1617
27/01/2016;23,74;;46;;;;;;;;;;;29;;;;11;;;;;;32;24;40;;25;;35;35;;;49;36;;47;54;36;;6;23;32;4;18;123;;232;123;98;96;28;71;57;63;75;40;;;;1;4;3;;4;2;;4;;;;;;;8;9;10;12;1;1;;;;1;;1;1649
28/01/2016;24,54;;44;;;;;;;;;;;31;;;;8;;;;;;43;19;34;;30;;34;35;;;42;59;;40;47;33;;5;21;17;9;10;97;;260;135;74;80;63;43;42;58;64;37;;1;1;;3;;;1;1;;1;;;1;2;1;1;6;12;11;12;2;1;;;;1;;1;1573
29/01/2016;28,72;;64;;;;;;;;;;;31;;;;7;;;;;;28;34;40;;15;;35;38;;;44;44;;58;67;42;;11;24;24;12;20;131;;233;124;32;101;87;60;53;93;71;42;8;19;11;6;21;11;;8;8;;5;;;8;9;10;;13;8;15;10;30;20;7;;;8;;5;1905
30/01/2016;26,24;;66;;;;;;;;;;;60;;;;13;;;;;;33;37;40;;22;;56;32;;;44;49;;79;78;36;;7;28;23;14;19;47;;142;48;35;28;35;17;7;24;22;53;;;;;4;5;;;;;;;;;;;;11;11;16;9;1;1;2;2;1;1;;1;1259
02/02/2016;23,1;;6;;;;;;;;;;;6;;;;2;;;;;;4;6;7;;2;;2;3;;;10;6;;4;5;5;;;2;4;;1;1;;7;1;;2;5;2;2;1;3;5;;;1;;;;;;;;;;;;;;;1;;2;1;;;;;;;;;109
03/02/2016;23,74;;35;;;;;;;;;;;26;;;;11;;;;;;29;16;38;;19;;25;30;;;40;31;;28;41;38;;1;28;17;1;8;26;;51;32;12;12;21;17;11;15;11;21;5;5;5;5;3;2;;4;6;;1;;;;1;1;1;8;6;17;9;7;6;;;;1;;1;785
04/02/2016;24,8;;43;;;;;;;;;;;28;;;;19;;;;;;34;28;45;;30;;31;44;;;61;48;;33;45;47;;1;37;31;1;8;18;;39;22;11;10;14;12;5;7;7;51;3;3;1;2;2;2;;3;1;;4;;;;;;;13;21;21;19;1;;;;;;;;906
05/02/2016;24,6;;33;;;;;;;;;;;21;;;;16;;;;;;21;14;27;;25;;25;28;;;45;37;;48;40;40;;6;25;23;1;15;32;;82;36;3;17;29;22;8;22;11;40;21;29;32;13;11;8;;10;8;;8;;;1;2;5;1;6;10;14;13;13;13;;;1;;;;1011
06/02/2016;24,72;;11;;;;;;;;;;;8;;;;4;;;;;;10;8;9;;7;;7;10;;;15;13;;13;15;13;;;7;7;;6;2;;9;5;3;2;3;2;1;;2;9;1;1;1;1;1;1;;;;;;;;1;1;1;1;4;3;3;4;1;1;;;;;;;227
10/02/2016;27,32;;19;;;;;;;;;;;8;;;;3;;;;;;;11;12;;14;;7;13;;;26;20;;12;10;20;;2;13;16;2;;41;;65;30;29;12;35;8;11;8;18;9;8;27;23;6;2;5;;4;1;;4;;;;;;;3;4;7;4;2;3;;1;;1;;1;580
11/02/2016;25,6;;45;;;;;;;;;;;30;;;;15;;;;;;;35;37;;30;;34;37;;;50;44;;51;52;42;;3;33;28;7;13;78;;276;57;18;42;89;19;23;67;48;33;3;2;2;1;8;9;;7;2;;4;;;1;3;3;2;11;11;9;16;;;1;1;1;;;;1433
12/02/2016;26,94;;66;;;;;;;;;;;38;;;;15;;;;;;41;23;47;;35;;42;44;;;79;57;;59;67;45;;5;33;35;6;21;66;;134;71;57;51;84;40;28;37;49;56;5;8;11;6;13;12;;8;10;;5;;;6;4;8;6;11;21;33;21;1;1;;;;6;;5;1632
13/02/2016;26,46;;53;;;;;;;;;;;42;;;;13;;;;;;39;36;56;;42;;46;48;;;68;42;;55;64;75;;10;42;47;11;17;99;;165;76;20;73;85;54;41;59;49;55;15;13;21;11;27;31;;24;17;;11;;;1;;4;2;11;9;15;14;12;13;;;;1;;2;1836
16/02/2016;26,26;;48;;;;;;;;;;;40;;;;11;;;;;;27;26;50;;33;;33;36;;;53;37;;77;82;54;;5;37;36;12;14;61;;120;59;17;52;60;16;9;17;18;51;2;3;3;2;5;5;;2;4;;3;;;2;1;8;2;9;13;13;16;1;1;;;;1;;1;1288
17/02/2016;27;;42;;;;;;;;;;;28;;;;18;;;;;;28;24;40;;23;;30;24;;;54;33;;33;37;40;;2;31;31;5;12;74;;131;86;19;48;62;40;21;41;38;34;34;48;5;17;15;14;;21;11;;12;;;;;4;1;8;8;12;16;24;25;;;;1;;;1405
18/02/2016;26,58;;48;;;;;;;;;;;32;;;;16;;;;;;35;21;36;;32;;44;38;;;51;45;;56;58;46;;6;28;38;10;17;27;;82;141;20;136;39;21;10;13;18;53;1;2;;1;7;5;;5;1;;5;;;1;2;4;2;11;4;10;12;;;4;1;1;1;;;1297
19/02/2016;26,1;;51;;;;;;;;;;;24;;;;10;;;;;;29;21;37;;28;;37;38;;;56;56;;38;52;42;;6;33;27;6;16;59;;150;39;31;73;58;23;24;30;33;39;2;6;3;2;5;;;4;3;;;;;4;3;3;3;16;9;19;17;;3;;;;5;;6;1279
20/02/2016;25,96;;44;;;;;;;;;;;24;;;;8;;;;;;29;20;34;;24;;37;29;;;37;38;;52;53;34;;2;23;29;5;18;20;;42;10;2;2;14;11;10;10;11;37;16;13;33;12;5;6;;4;7;;3;;;1;;2;1;111;9;13;16;10;13;1;;;;;;985
22/02/2016;26,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;;;;;;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;0
23/02/2016;27,26;;68;;;;;;;;;;;33;;;;9;;;;;;29;34;41;;36;;28;30;;;60;54;;50;52;44;;6;30;35;10;10;24;;105;36;21;36;29;38;13;17;16;35;;1;4;;6;6;;7;7;;6;;;1;3;4;2;11;12;21;17;;;6;;;;;1;1144
24/02/2016;28,22;;83;;;;;;;;;;;35;;;;11;;;;;;22;38;35;;33;;31;41;;;51;51;;56;71;76;;6;28;29;10;12;78;;173;68;32;51;69;43;42;50;46;45;18;34;40;13;25;23;;27;27;;16;;;;1;7;1;8;8;16;11;16;18;;;;1;;;1726
25/02/2016;29,06;;58;;;;;;;;;;;46;;;;13;;;;;;34;36;47;;32;;37;42;;;60;58;;53;61;46;;5;29;35;8;18;38;;97;28;26;17;38;23;14;21;19;53;1;2;5;;9;10;;8;8;;5;;;;3;10;;8;9;14;16;;;10;1;;;;;1211
26/02/2016;28,22;;71;;;;;;;;;;;38;;;;13;;;;;;178;175;46;;32;;39;179;;;56;44;;71;71;41;;8;23;83;11;13;95;;777;86;56;58;214;64;38;69;44;155;11;15;18;8;14;13;;17;11;;12;;;3;3;12;3;14;5;5;12;9;9;;;;1;;;3043
27/02/2016;25,32;;29;;;;;;;;;;;19;;;;8;;;;;;19;14;28;;14;;16;22;;;34;35;;26;39;28;;4;16;17;4;11;73;;173;67;68;48;65;68;40;41;48;22;;;;1;10;7;;4;13;;5;;;1;;3;;9;6;8;6;;;1;;;;;;1170
29/02/2016;23,62;;14;;;;;;;;;;;8;;;;2;;;;;;7;8;8;;6;;9;11;;;14;19;;11;14;12;;;8;9;5;4;31;;108;26;25;16;33;11;3;6;12;11;;;;;;;;;;;;;;;;3;;3;2;3;4;;;;;;;;;466
